52.33+/-2.74 98.67+/-0.94 76.73+/-1.67 
115.67+/-0.45 73.1+/-2.38 107.25+/-1.16 
52+/-2.88 99.2+/-0.98 78.33+/-1.72 
115.75+/-0.3 71.67+/-1.34 106.04+/-1.29 
52.53+/-3.34 97.73+/-1 76.33+/-2.43 
115.67+/-0.33 71.69+/-3.24 107.38+/-1.77 
52.27+/-3.38 100+/-0 78.47+/-1.52 
115.68+/-0.3 72.27+/-0 105.86+/-1.3 
